Respondent,LanguageWorkedWith
22948,SQL
22951,C#
22951,Java
22951,Python
22952,Bash/Shell/PowerShell
22952,Java
22952,JavaScript
22952,PHP
22952,SQL
22955,Bash/Shell/PowerShell
22955,C
22955,C#
22955,HTML/CSS
22955,Java
22955,JavaScript
22955,Kotlin
22955,PHP
22955,Python
22955,SQL
22956,Assembly
22956,C
22956,C++
22956,JavaScript
22956,Python
22956,Other(s):
22957,Bash/Shell/PowerShell
22957,C++
22957,HTML/CSS
22957,Java
22957,JavaScript
22957,PHP
22957,SQL
22960,Bash/Shell/PowerShell
22960,C
22960,C++
22960,PHP
22960,Python
22960,SQL
22963,Bash/Shell/PowerShell
22963,C#
22963,HTML/CSS
22963,JavaScript
22963,PHP
22963,SQL
22963,TypeScript
22964,HTML/CSS
22964,JavaScript
22964,PHP
22964,Python
22964,SQL
22964,TypeScript
22965,HTML/CSS
22965,JavaScript
22965,PHP
22966,HTML/CSS
22966,JavaScript
22966,Python
22966,Other(s):
22967,HTML/CSS
22967,JavaScript
22967,Python
22967,Swift
22971,Bash/Shell/PowerShell
22971,Java
22971,R
22971,SQL
22972,Bash/Shell/PowerShell
22972,HTML/CSS
22972,Java
22972,JavaScript
22972,TypeScript
22973,Bash/Shell/PowerShell
22973,Elixir
22973,Ruby
22973,SQL
22974,Java
22974,Kotlin
22976,HTML/CSS
22976,JavaScript
22976,TypeScript
22979,HTML/CSS
22979,Objective-C
22979,Python
22979,Rust
22979,SQL
22979,TypeScript
22980,C#
22980,Go
22980,HTML/CSS
22980,Java
22980,JavaScript
22980,SQL
22981,Python
22981,R
22982,Go
22982,Java
22982,JavaScript
22982,SQL
22983,Bash/Shell/PowerShell
22983,C#
22983,HTML/CSS
22983,JavaScript
22983,PHP
22983,Python
22983,SQL
22984,C#
22984,Java
22984,JavaScript
22984,SQL
22986,Java
22986,Kotlin
22986,Swift
22987,C
22987,Go
22987,HTML/CSS
22987,Java
22987,JavaScript
22987,Python
22987,SQL
22987,TypeScript
22988,Bash/Shell/PowerShell
22988,C
22988,C++
22988,C#
22988,HTML/CSS
22988,JavaScript
22988,PHP
22988,SQL
22989,C#
22989,JavaScript
22989,Python
22989,SQL
22992,Java
22992,Scala
22992,SQL
22996,C#
22996,HTML/CSS
22996,Java
22996,JavaScript
22996,PHP
22996,SQL
22998,HTML/CSS
22998,JavaScript
22998,PHP
23001,Java
23001,Python
23001,SQL
23001,VBA
23006,HTML/CSS
23006,JavaScript
23006,Objective-C
23006,Swift
23008,HTML/CSS
23008,JavaScript
23008,PHP
23008,SQL
23008,VBA
23010,C#
23010,HTML/CSS
23010,Java
23010,JavaScript
23010,Python
23010,TypeScript
23012,Bash/Shell/PowerShell
23012,C
23012,C++
23012,C#
23012,F#
23012,HTML/CSS
23012,Java
23012,JavaScript
23012,Python
23012,Rust
23013,Go
23013,HTML/CSS
23013,JavaScript
23013,PHP
23013,SQL
23015,Bash/Shell/PowerShell
23015,HTML/CSS
23015,JavaScript
23015,Python
23015,Ruby
23015,SQL
23016,HTML/CSS
23016,Java
23016,JavaScript
23016,SQL
23016,TypeScript
23019,C#
23019,HTML/CSS
23019,JavaScript
23019,SQL
23026,HTML/CSS
23026,JavaScript
23026,PHP
23026,SQL
23027,HTML/CSS
23027,Python
23027,R
23027,SQL
23029,C#
23029,HTML/CSS
23029,Java
23029,JavaScript
23029,Python
23029,SQL
23030,C#
23030,HTML/CSS
23030,JavaScript
23030,SQL
23033,HTML/CSS
23033,Java
23033,JavaScript
23033,PHP
23033,SQL
23033,TypeScript
23035,C#
23035,HTML/CSS
23035,JavaScript
23035,SQL
23035,TypeScript
23036,C#
23036,HTML/CSS
23036,JavaScript
23036,SQL
23036,TypeScript
23037,HTML/CSS
23037,JavaScript
23037,Python
23037,SQL
23037,Other(s):
23043,Bash/Shell/PowerShell
23043,C
23043,C++
23043,HTML/CSS
23043,JavaScript
23043,PHP
23043,Python
23043,R
23043,SQL
23044,Bash/Shell/PowerShell
23044,C++
23044,HTML/CSS
23044,Python
23044,Ruby
23045,Bash/Shell/PowerShell
23045,C#
23045,HTML/CSS
23045,Java
23045,JavaScript
23045,SQL
23047,Bash/Shell/PowerShell
23047,Clojure
23047,Erlang
23047,Java
23049,Ruby
23053,Bash/Shell/PowerShell
23053,HTML/CSS
23053,JavaScript
23053,PHP
23053,SQL
23053,TypeScript
23054,Bash/Shell/PowerShell
23054,HTML/CSS
23054,Java
23054,JavaScript
23054,SQL
23054,TypeScript
23056,Bash/Shell/PowerShell
23056,HTML/CSS
23056,Python
23056,Ruby
23056,SQL
23057,Bash/Shell/PowerShell
23057,Clojure
23057,Go
23057,HTML/CSS
23057,JavaScript
23057,Rust
23057,SQL
23058,HTML/CSS
23058,JavaScript
23058,PHP
23059,HTML/CSS
23059,Java
23059,JavaScript
23059,PHP
23059,SQL
23061,Bash/Shell/PowerShell
23061,C
23061,Java
23061,Ruby
23061,SQL
23063,C#
23063,F#
23063,SQL
23065,HTML/CSS
23065,JavaScript
23065,PHP
23065,Python
23065,SQL
23067,C#
23067,HTML/CSS
23067,JavaScript
23067,PHP
23067,SQL
23067,TypeScript
23068,HTML/CSS
23068,JavaScript
23068,Ruby
23069,Bash/Shell/PowerShell
23069,HTML/CSS
23069,JavaScript
23069,Python
23069,SQL
23070,C#
23070,HTML/CSS
23070,JavaScript
23070,Python
23070,SQL
23071,Bash/Shell/PowerShell
23071,HTML/CSS
23071,JavaScript
23071,PHP
23071,SQL
23072,HTML/CSS
23072,Java
23072,JavaScript
23072,TypeScript
23073,C#
23073,SQL
23076,Bash/Shell/PowerShell
23076,C++
23076,C#
23076,Go
23076,Rust
23076,TypeScript
23078,HTML/CSS
23078,Java
23078,JavaScript
23078,SQL
23078,TypeScript
23079,HTML/CSS
23079,Java
23079,JavaScript
23079,SQL
23079,TypeScript
23082,C#
23082,HTML/CSS
23082,JavaScript
23082,SQL
23082,TypeScript
23085,HTML/CSS
23085,Java
23085,SQL
23088,HTML/CSS
23088,Java
23088,JavaScript
23088,Ruby
23088,SQL
23088,TypeScript
23091,C#
23091,HTML/CSS
23091,Java
23091,JavaScript
23091,PHP
23091,Scala
23091,SQL
23091,TypeScript
23092,Elixir
23092,Erlang
23092,JavaScript
23092,SQL
23095,Bash/Shell/PowerShell
23095,C++
23095,HTML/CSS
23095,Java
23095,JavaScript
23095,Python
23095,SQL
23095,TypeScript
23099,C#
23099,HTML/CSS
23099,JavaScript
23099,R
23099,SQL
23099,Swift
23099,TypeScript
23101,HTML/CSS
23101,JavaScript
23101,PHP
23101,SQL
23101,VBA
23105,Assembly
23105,C
23105,C++
23105,C#
23105,HTML/CSS
23105,JavaScript
23105,Python
23105,Scala
23106,C#
23106,HTML/CSS
23106,JavaScript
23106,Swift
23106,TypeScript
23107,Bash/Shell/PowerShell
23107,C++
23107,C#
23107,Go
23107,HTML/CSS
23107,JavaScript
23107,Objective-C
23107,PHP
23107,Python
23107,SQL
23107,Swift
23107,TypeScript
23110,Bash/Shell/PowerShell
23110,C
23110,C++
23110,HTML/CSS
23110,Java
23110,JavaScript
23110,PHP
23110,Python
23110,SQL
23110,TypeScript
23111,Bash/Shell/PowerShell
23111,C#
23111,Go
23111,Java
23111,Python
23112,HTML/CSS
23112,JavaScript
23112,PHP
23112,Python
23112,SQL
23113,JavaScript
23113,Python
23116,Java
23116,JavaScript
23116,PHP
23116,Scala
23117,C#
23117,HTML/CSS
23117,JavaScript
23120,C
23120,C#
23120,HTML/CSS
23120,Java
23120,SQL
23127,Bash/Shell/PowerShell
23127,C
23127,C++
23127,HTML/CSS
23127,Python
23127,Rust
23127,SQL
23127,Other(s):
23134,Bash/Shell/PowerShell
23134,Python
23134,Ruby
23134,SQL
23135,Bash/Shell/PowerShell
23135,C
23135,C#
23135,HTML/CSS
23135,Java
23135,JavaScript
23136,C#
23136,HTML/CSS
23136,JavaScript
23136,PHP
23136,SQL
23136,TypeScript
23139,C
23139,C++
23139,Java
23139,Python
23144,C++
23144,C#
23144,HTML/CSS
23144,JavaScript
23144,SQL
23159,Bash/Shell/PowerShell
23159,C++
23159,C#
23159,HTML/CSS
23159,JavaScript
23159,PHP
23159,SQL
23159,VBA
23160,Bash/Shell/PowerShell
23160,C
23160,C++
23160,Java
23160,JavaScript
23160,Python
23160,Scala
23160,TypeScript
23164,HTML/CSS
23164,JavaScript
23164,PHP
23165,HTML/CSS
23165,Java
23165,JavaScript
23165,SQL
23168,C#
23173,Java
23173,JavaScript
23173,Python
23173,SQL
23178,Bash/Shell/PowerShell
23178,C#
23178,HTML/CSS
23178,JavaScript
23178,SQL
23178,TypeScript
23180,C#
23180,HTML/CSS
23180,JavaScript
23180,SQL
23181,Bash/Shell/PowerShell
23181,Go
23181,Java
23181,Python
23181,Ruby
23185,HTML/CSS
23185,JavaScript
23185,TypeScript
23186,Bash/Shell/PowerShell
23186,C#
23186,HTML/CSS
23186,JavaScript
23186,PHP
23186,SQL
23188,Java
23188,Python
23188,SQL
23189,Bash/Shell/PowerShell
23189,C#
23189,HTML/CSS
23189,JavaScript
23189,TypeScript
23191,Go
23191,HTML/CSS
23191,JavaScript
23191,Python
23191,Ruby
23191,SQL
23191,TypeScript
23196,Python
23196,SQL
23198,Assembly
23198,Bash/Shell/PowerShell
23198,C
23198,C++
23198,HTML/CSS
23198,Java
23198,JavaScript
23198,Python
23198,R
23198,SQL
23199,C
23199,C++
23199,Dart
23199,Java
23199,JavaScript
23199,Kotlin
23199,Objective-C
23199,Python
23199,Swift
23199,TypeScript
23200,HTML/CSS
23200,JavaScript
23201,HTML/CSS
23201,PHP
23201,Python
23201,SQL
23204,Bash/Shell/PowerShell
23204,HTML/CSS
23204,JavaScript
23204,Ruby
23204,Rust
23204,SQL
23204,Other(s):
23205,C#
23205,HTML/CSS
23205,JavaScript
23205,SQL
23205,TypeScript
23211,Assembly
23211,C
23211,C++
23211,C#
23211,Go
23211,Rust
23211,WebAssembly
23212,C#
23212,HTML/CSS
23212,Java
23212,JavaScript
23212,SQL
23213,Bash/Shell/PowerShell
23213,HTML/CSS
23213,Java
23213,JavaScript
23213,PHP
23213,Python
23216,Java
23216,SQL
23217,Go
23217,Rust
23217,Scala
23217,TypeScript
23226,Bash/Shell/PowerShell
23226,C++
23226,C#
23226,HTML/CSS
23226,Java
23226,JavaScript
23226,Objective-C
23226,PHP
23226,Python
23226,SQL
23226,TypeScript
23226,Other(s):
23227,Bash/Shell/PowerShell
23227,C
23227,C++
23227,Java
23227,Python
23227,Scala
23231,HTML/CSS
23231,JavaScript
23231,PHP
23231,SQL
23231,VBA
23233,HTML/CSS
23233,JavaScript
23233,SQL
23233,TypeScript
23236,Assembly
23236,Bash/Shell/PowerShell
23236,C#
23236,HTML/CSS
23236,Java
23236,JavaScript
23236,Python
23236,Ruby
23236,SQL
23239,C
23239,C++
23239,C#
23239,Java
23239,JavaScript
23239,Objective-C
23239,Other(s):
23245,C#
23245,HTML/CSS
23245,JavaScript
23245,PHP
23248,Bash/Shell/PowerShell
23248,HTML/CSS
23248,JavaScript
23248,Python
23248,Rust
23248,SQL
23249,HTML/CSS
23249,Java
23249,JavaScript
23249,Python
23249,TypeScript
23250,Bash/Shell/PowerShell
23250,Clojure
23250,Java
23250,JavaScript
23250,Kotlin
23250,Python
23253,Bash/Shell/PowerShell
23253,C
23253,C++
23253,C#
23253,HTML/CSS
23253,Java
23253,JavaScript
23253,Objective-C
23253,PHP
23253,Python
23253,SQL
23254,HTML/CSS
23254,Java
23254,JavaScript
23254,PHP
23254,Python
23254,SQL
23254,Other(s):
23257,Bash/Shell/PowerShell
23257,HTML/CSS
23257,JavaScript
23257,Python
23259,Assembly
23259,Bash/Shell/PowerShell
23259,C
23259,C++
23259,C#
23259,HTML/CSS
23259,Java
23259,JavaScript
23259,Kotlin
23259,PHP
23259,Python
23259,R
23259,SQL
23259,TypeScript
23259,VBA
23259,Other(s):
23261,Python
23261,SQL
23262,Bash/Shell/PowerShell
23262,C
23262,C++
23262,C#
23262,Go
23262,Java
23262,JavaScript
23262,Kotlin
23262,Objective-C
23262,Python
23262,Rust
23262,SQL
23262,Swift
23265,C#
23265,HTML/CSS
23265,JavaScript
23265,R
23265,SQL
23267,Assembly
23267,Bash/Shell/PowerShell
23267,C
23267,HTML/CSS
23267,JavaScript
23267,Python
23268,Bash/Shell/PowerShell
23268,Go
23268,HTML/CSS
23268,JavaScript
23268,PHP
23268,Python
23268,SQL
23270,Java
23270,JavaScript
23271,HTML/CSS
23271,Java
23271,JavaScript
23271,SQL
23271,TypeScript
23274,HTML/CSS
23274,Java
23274,JavaScript
23274,Kotlin
23274,Python
23274,SQL
23274,TypeScript
23276,Bash/Shell/PowerShell
23276,C++
23278,HTML/CSS
23278,Java
23278,JavaScript
23278,Kotlin
23278,Python
23278,Rust
23278,SQL
23284,C#
23284,JavaScript
23284,Python
23284,SQL
23286,Bash/Shell/PowerShell
23286,HTML/CSS
23286,JavaScript
23286,Rust
23286,SQL
23289,HTML/CSS
23289,JavaScript
23289,PHP
23289,Python
23289,SQL
23290,Python
23290,SQL
23291,C
23291,HTML/CSS
23291,JavaScript
23291,Python
23291,SQL
23297,HTML/CSS
23297,Java
23297,JavaScript
23297,PHP
23297,SQL
23298,HTML/CSS
23298,JavaScript
23298,TypeScript
23302,C
23302,C++
23302,HTML/CSS
23302,Java
23302,JavaScript
23302,Python
23302,SQL
23303,Bash/Shell/PowerShell
23303,Java
23303,Objective-C
23303,Python
23303,Swift
23304,Bash/Shell/PowerShell
23304,HTML/CSS
23304,Java
23304,JavaScript
23304,SQL
23309,Bash/Shell/PowerShell
23309,C#
23309,HTML/CSS
23309,JavaScript
23309,PHP
23309,SQL
23309,VBA
23310,Bash/Shell/PowerShell
23310,C
23310,Java
23310,JavaScript
23310,PHP
23310,Python
23310,R
23310,SQL
23311,Bash/Shell/PowerShell
23311,HTML/CSS
23311,Java
23311,JavaScript
23311,PHP
23311,R
23311,SQL
23312,C
23312,Java
23312,JavaScript
23312,Objective-C
23312,Python
23312,Ruby
23312,Swift
23313,Bash/Shell/PowerShell
23313,C
23313,C++
23313,C#
23314,Bash/Shell/PowerShell
23314,HTML/CSS
23314,Java
23314,JavaScript
23314,PHP
23315,C#
23315,JavaScript
23315,Python
23315,SQL
23319,Java
23319,Python
23320,HTML/CSS
23320,Java
23320,JavaScript
23320,PHP
23322,C#
23322,HTML/CSS
23322,JavaScript
23322,TypeScript
23323,HTML/CSS
23323,Java
23323,JavaScript
23323,SQL
23325,Bash/Shell/PowerShell
23325,HTML/CSS
23325,JavaScript
23325,TypeScript
23326,Bash/Shell/PowerShell
23326,HTML/CSS
23326,JavaScript
23326,Python
23326,R
23326,SQL
23326,Other(s):
23327,Java
23327,JavaScript
23327,Python
23328,Bash/Shell/PowerShell
23328,JavaScript
23328,PHP
23328,Python
23329,C
23329,C++
23329,C#
23329,F#
23329,Python
23329,Rust
23333,HTML/CSS
23333,Java
23333,SQL
23341,Bash/Shell/PowerShell
23341,HTML/CSS
23341,Java
23341,JavaScript
23341,Kotlin
23341,Python
23341,SQL
23341,TypeScript
23343,Bash/Shell/PowerShell
23343,C#
23343,HTML/CSS
23343,JavaScript
23343,SQL
23343,TypeScript
23344,Bash/Shell/PowerShell
23344,C
23344,C++
23344,Go
23344,HTML/CSS
23344,Java
23344,JavaScript
23344,Python
23344,R
23346,Bash/Shell/PowerShell
23346,C#
23346,JavaScript
23347,C#
23347,Java
23347,SQL
23349,C#
23349,HTML/CSS
23349,JavaScript
23349,SQL
23351,Java
23351,JavaScript
23352,Bash/Shell/PowerShell
23352,HTML/CSS
23352,Java
23352,JavaScript
23353,HTML/CSS
23353,TypeScript
23354,HTML/CSS
23354,Java
23354,JavaScript
23354,Ruby
23354,SQL
23356,Clojure
23356,HTML/CSS
23356,Java
23356,JavaScript
23356,Python
23356,Ruby
23357,HTML/CSS
23357,Java
23357,JavaScript
23357,Python
23360,C++
23360,PHP
23360,SQL
23361,Bash/Shell/PowerShell
23361,HTML/CSS
23361,JavaScript
23361,PHP
23361,SQL
23361,TypeScript
23362,C#
23362,HTML/CSS
23362,JavaScript
23362,Python
23362,SQL
23362,TypeScript
23364,HTML/CSS
23364,JavaScript
23365,HTML/CSS
23365,JavaScript
23365,PHP
23365,SQL
23365,TypeScript
23372,C#
23372,SQL
23372,Other(s):
23373,HTML/CSS
23373,JavaScript
23373,PHP
23373,SQL
23376,HTML/CSS
23376,Java
23376,JavaScript
23376,PHP
23376,Python
23376,SQL
23376,TypeScript
23377,HTML/CSS
23377,JavaScript
23377,TypeScript
23380,Java
23380,Python
23384,Bash/Shell/PowerShell
23384,C
23384,C++
23384,HTML/CSS
23384,Java
23384,JavaScript
23384,PHP
23384,SQL
23385,Bash/Shell/PowerShell
23385,HTML/CSS
23385,JavaScript
23385,Objective-C
23385,PHP
23385,Ruby
23385,SQL
23385,Swift
23387,Assembly
23387,C++
23387,Elixir
23387,Erlang
23387,Go
23387,HTML/CSS
23387,JavaScript
23387,Kotlin
23387,Objective-C
23387,Python
23387,Ruby
23387,Rust
23387,SQL
23387,Swift
23387,TypeScript
23390,Bash/Shell/PowerShell
23390,Go
23390,HTML/CSS
23390,Java
23390,JavaScript
23390,Python
23390,SQL
23390,TypeScript
23393,HTML/CSS
23393,JavaScript
23393,Ruby
23396,C#
23396,HTML/CSS
23396,JavaScript
23396,PHP
23396,SQL
23400,JavaScript
23400,PHP
23400,SQL
23400,TypeScript
23400,Other(s):
23401,HTML/CSS
23401,JavaScript
23401,PHP
23401,Python
23401,SQL
23402,C++
23402,Java
23402,JavaScript
23402,Python
23402,SQL
23403,Bash/Shell/PowerShell
23403,C++
23403,C#
23403,F#
23403,HTML/CSS
23403,Java
23403,JavaScript
23403,SQL
23403,TypeScript
23404,Java
23404,PHP
23405,C#
23405,HTML/CSS
23405,JavaScript
23405,PHP
23405,TypeScript
23405,WebAssembly
23407,Bash/Shell/PowerShell
23407,Erlang
23407,HTML/CSS
23407,Java
23407,JavaScript
23407,PHP
23407,Python
23407,Scala
23407,SQL
23407,Other(s):
23408,Bash/Shell/PowerShell
23408,HTML/CSS
23408,Java
23408,JavaScript
23408,Python
23408,SQL
23409,Bash/Shell/PowerShell
23409,Clojure
23409,HTML/CSS
23409,Java
23409,JavaScript
23409,Kotlin
23409,Python
23409,Rust
23409,SQL
23409,TypeScript
23409,Other(s):
23410,C#
23410,HTML/CSS
23410,Java
23410,JavaScript
23410,Kotlin
23410,TypeScript
23412,C#
23412,HTML/CSS
23412,JavaScript
23412,TypeScript
23413,HTML/CSS
23413,JavaScript
23415,Go
23415,HTML/CSS
23415,JavaScript
23415,SQL
23415,TypeScript
23419,Bash/Shell/PowerShell
23419,C#
23419,HTML/CSS
23419,JavaScript
23419,SQL
23419,TypeScript
23423,HTML/CSS
23423,JavaScript
23423,Python
23423,SQL
23424,Assembly
23424,Bash/Shell/PowerShell
23424,C++
23424,C#
23424,HTML/CSS
23424,JavaScript
23425,C
23425,HTML/CSS
23425,Java
23425,JavaScript
23425,SQL
23425,TypeScript
23426,HTML/CSS
23426,Java
23426,JavaScript
23426,Python
23426,SQL
23427,Bash/Shell/PowerShell
23427,C#
23427,HTML/CSS
23427,JavaScript
23427,SQL
23429,Bash/Shell/PowerShell
23429,C
23429,C++
23429,HTML/CSS
23429,JavaScript
23429,Python
23429,Rust
23431,Java
23431,Objective-C
23431,Swift
23433,C#
23433,HTML/CSS
23433,JavaScript
23433,SQL
23434,C#
23434,HTML/CSS
23434,Java
23434,JavaScript
23434,Kotlin
23434,Python
23434,SQL
23435,Assembly
23435,Bash/Shell/PowerShell
23435,C
23435,C++
23435,Clojure
23435,HTML/CSS
23435,Java
23435,JavaScript
23435,Python
23435,Scala
23435,SQL
23438,C
23438,Dart
23438,Java
23438,JavaScript
23438,SQL
23438,TypeScript
23440,C
23440,Go
23440,HTML/CSS
23440,Java
23440,JavaScript
23440,Python
23442,HTML/CSS
23442,JavaScript
23443,C#
23443,HTML/CSS
23443,JavaScript
23443,SQL
23443,VBA
23448,C#
23448,Erlang
23448,HTML/CSS
23448,Java
23448,JavaScript
23448,SQL
23448,TypeScript
23449,Assembly
23449,Bash/Shell/PowerShell
23449,C++
23449,C#
23449,Go
23449,HTML/CSS
23449,Java
23449,JavaScript
23449,PHP
23449,Ruby
23449,SQL
23452,Bash/Shell/PowerShell
23452,C
23452,C++
23452,C#
23452,HTML/CSS
23452,Java
23452,JavaScript
23452,PHP
23452,Python
23452,Rust
23452,Scala
23452,SQL
23453,Assembly
23453,Bash/Shell/PowerShell
23453,C
23453,C++
23453,C#
23453,HTML/CSS
23453,Java
23453,JavaScript
23453,Python
23453,TypeScript
23455,Bash/Shell/PowerShell
23455,HTML/CSS
23455,Java
23455,JavaScript
23455,PHP
23455,Python
23455,SQL
23455,TypeScript
23457,C#
23457,HTML/CSS
23457,JavaScript
23457,SQL
23457,TypeScript
23459,Bash/Shell/PowerShell
23459,HTML/CSS
23459,Java
23459,JavaScript
23459,SQL
23460,HTML/CSS
23460,Java
23460,JavaScript
23460,Kotlin
23462,C#
23462,JavaScript
23462,SQL
23462,Swift
23464,C#
23464,HTML/CSS
23464,JavaScript
23464,SQL
23465,Bash/Shell/PowerShell
23465,C#
23465,HTML/CSS
23465,JavaScript
23465,PHP
23465,Python
23465,SQL
23471,Bash/Shell/PowerShell
23471,HTML/CSS
23471,JavaScript
23471,Ruby
23471,SQL
23472,Bash/Shell/PowerShell
23472,C#
23472,HTML/CSS
23472,JavaScript
23472,SQL
23475,Bash/Shell/PowerShell
23475,C++
23475,C#
23475,Go
23475,HTML/CSS
23475,Java
23475,JavaScript
23475,PHP
23475,Python
23475,R
23475,SQL
23475,VBA
23475,Other(s):
23477,C#
23477,HTML/CSS
23477,JavaScript
23477,SQL
23477,TypeScript
23479,C#
23479,HTML/CSS
23479,JavaScript
23479,SQL
23480,HTML/CSS
23480,JavaScript
23480,PHP
23480,SQL
23482,C#
23482,HTML/CSS
23482,R
23482,SQL
23482,TypeScript
23486,Bash/Shell/PowerShell
23486,C#
23486,HTML/CSS
23486,JavaScript
23488,HTML/CSS
23488,Java
23488,JavaScript
23488,Kotlin
23488,PHP
23488,Python
23488,SQL
23490,HTML/CSS
23490,JavaScript
23490,SQL
23490,TypeScript
23492,Python
23492,SQL
23492,VBA
23494,Python
23494,Ruby
23494,Swift
23497,C#
23497,Java
23497,PHP
23497,Other(s):
23499,Bash/Shell/PowerShell
23499,Go
23499,Java
23499,Python
23499,SQL
23499,TypeScript
23504,Java
23504,JavaScript
23504,Kotlin
23507,Bash/Shell/PowerShell
23507,C#
23507,HTML/CSS
23507,JavaScript
23507,TypeScript
23508,Bash/Shell/PowerShell
23508,C++
23508,C#
23508,HTML/CSS
23508,JavaScript
23508,SQL
23508,TypeScript
23511,Bash/Shell/PowerShell
23511,C
23511,C++
23511,Dart
23511,HTML/CSS
23511,JavaScript
23511,SQL
23511,TypeScript
23512,Bash/Shell/PowerShell
23512,HTML/CSS
23512,JavaScript
23512,PHP
23512,Python
23512,SQL
23513,HTML/CSS
23513,JavaScript
23513,SQL
23515,Go
23515,Python
23515,R
23516,Java
23518,Bash/Shell/PowerShell
23518,Go
23518,HTML/CSS
23518,Java
23518,JavaScript
23518,Kotlin
23518,PHP
23518,Python
23518,Ruby
23518,Rust
23518,SQL
23518,Swift
23518,TypeScript
23520,Bash/Shell/PowerShell
23520,Java
23520,Python
23520,SQL
23520,Other(s):
23522,C#
23522,HTML/CSS
23522,Java
23522,JavaScript
23522,SQL
23523,Java
23523,SQL
23524,C++
23524,Go
23524,Java
23524,JavaScript
23524,Python
23524,SQL
23525,C++
23525,HTML/CSS
23525,JavaScript
23525,Python
23525,SQL
23525,Other(s):
23526,Bash/Shell/PowerShell
23526,C#
23526,HTML/CSS
23526,JavaScript
23526,SQL
23528,C#
23528,HTML/CSS
23530,Clojure
23530,Go
23530,HTML/CSS
23530,JavaScript
23530,Scala
23530,SQL
23532,Bash/Shell/PowerShell
23532,Java
23532,JavaScript
23532,PHP
23532,Python
23533,C#
23533,HTML/CSS
23533,JavaScript
23533,TypeScript
23534,Bash/Shell/PowerShell
23534,C
23534,C#
23534,Python
23536,Bash/Shell/PowerShell
23536,HTML/CSS
23536,JavaScript
23536,PHP
23536,Python
23536,SQL
23536,VBA
23541,HTML/CSS
23541,JavaScript
23541,PHP
23541,SQL
23543,C
23543,Clojure
23543,Elixir
23543,Go
23543,Python
23543,Ruby
23543,SQL
23544,C
23544,Java
23544,SQL
23544,Other(s):
23547,HTML/CSS
23547,JavaScript
23547,TypeScript
23548,C#
23548,HTML/CSS
23548,Java
23548,JavaScript
23548,Python
23548,SQL
23549,Java
23549,JavaScript
23551,Bash/Shell/PowerShell
23551,C
23551,HTML/CSS
23551,JavaScript
23551,PHP
23551,Rust
23551,SQL
23551,TypeScript
23558,HTML/CSS
23558,PHP
23558,Swift
23559,Bash/Shell/PowerShell
23559,HTML/CSS
23559,JavaScript
23560,C
23560,C++
23560,HTML/CSS
23560,Python
23561,Bash/Shell/PowerShell
23561,HTML/CSS
23561,Java
23561,JavaScript
23561,Python
23561,Scala
23561,SQL
23565,Bash/Shell/PowerShell
23565,C
23565,HTML/CSS
23565,Java
23565,JavaScript
23565,PHP
23565,Python
23565,R
23565,SQL
23565,TypeScript
23565,Other(s):
23566,Assembly
23566,Bash/Shell/PowerShell
23566,C
23566,C++
23566,Objective-C
23566,Python
23568,Bash/Shell/PowerShell
23568,C#
23568,Python
23568,SQL
23569,HTML/CSS
23569,JavaScript
23569,Python
23569,TypeScript
23570,HTML/CSS
23570,JavaScript
23570,TypeScript
23573,Assembly
23573,Bash/Shell/PowerShell
23573,C
23573,C++
23573,HTML/CSS
23573,Java
23573,JavaScript
23573,PHP
23573,SQL
23573,Other(s):
23574,Java
23574,PHP
23574,Python
23574,R
23574,SQL
23575,Java
23575,PHP
23577,C++
23577,C#
23577,Java
23577,JavaScript
23577,Objective-C
23577,SQL
23578,Bash/Shell/PowerShell
23578,SQL
23578,VBA
23578,Other(s):
23585,Bash/Shell/PowerShell
23585,HTML/CSS
23585,PHP
23585,Python
23585,Ruby
23588,C++
23588,Python
23588,SQL
23589,C#
23589,HTML/CSS
23589,JavaScript
23589,PHP
23589,Python
23589,SQL
23591,HTML/CSS
23591,Java
23591,JavaScript
23591,PHP
23592,Bash/Shell/PowerShell
23592,HTML/CSS
23592,Java
23592,JavaScript
23592,SQL
23596,C++
23596,C#
23596,HTML/CSS
23596,Java
23596,JavaScript
23596,PHP
23596,SQL
23598,Bash/Shell/PowerShell
23598,Java
23598,SQL
23599,C#
23599,HTML/CSS
23599,JavaScript
23599,PHP
23599,SQL
23599,TypeScript
23600,HTML/CSS
23600,Java
23600,JavaScript
23600,SQL
23600,TypeScript
23608,HTML/CSS
23608,Java
23608,Scala
23608,TypeScript
23611,C#
23611,Other(s):
23614,C
23614,Java
23614,JavaScript
23614,Python
23615,Bash/Shell/PowerShell
23615,C
23615,HTML/CSS
23615,Java
23615,JavaScript
23615,SQL
23617,C#
23617,HTML/CSS
23617,Java
23617,JavaScript
23617,PHP
23617,Swift
23619,Go
23619,HTML/CSS
23619,JavaScript
23619,PHP
23619,SQL
23623,Bash/Shell/PowerShell
23623,C++
23623,C#
23623,HTML/CSS
23623,Java
23623,JavaScript
23623,Python
23623,SQL
23623,TypeScript
23628,Bash/Shell/PowerShell
23628,C++
23628,C#
23628,HTML/CSS
23628,JavaScript
23628,PHP
23628,Python
23628,SQL
23628,VBA
23628,Other(s):
23630,HTML/CSS
23630,JavaScript
23630,PHP
23630,Python
23630,SQL
23630,TypeScript
23634,C#
23634,HTML/CSS
23634,JavaScript
23634,TypeScript
23634,Other(s):
23637,Bash/Shell/PowerShell
